,industry,job_title,description,job_link,job_id
677,"Marketing and Advertising, Internet",Affiliate Marketing Manager,"Manage Existing Affiliate &amp; Partner Business   Recruit new Affiliates, Partners &amp; Strategic partners.   Implement strategy for affiliate program, including awareness, acquisition &amp; retention tactics to achieve program targets.   Monitor affiliate activity, analyze performance, identify areas of improvement, &amp; recommend ways to increase affiliate generated revenues.   Executes affil...",https://www.linkedin.com/jobs?viewJob=&jobId=58526811&trk=api*a130653*s139051*,1677
678,Wireless,DSP Engineer,"Job Description: Developing, testing and integrating LTE PHY on Embedded / DSP platforms.  Job Requirement:  (i) Working experience in LTE Physical layer (L1).  (ii) Working experience on (a) Texas Instrument Keystone SOC 6618 / TI 6670 / TI 6631 (b) Code Composer Studio (c) SYSBIOS (RTOS).  (iii) Working experience in porting wireless standard (LTE physical layer) to SOCs/DSPs/Embedded systems (m...",https://www.linkedin.com/jobs?viewJob=&jobId=44974954&trk=api*a130653*s139051*,1678
679,Internet,Linux Systems Engineer,"** This job is based in Hong Kong - come work in one of the most exciting cities in the world ** We are hiring a DevOps / Linux Systems Engineer to join our team in Hong Kong   We're seeking an experienced DevOps Engineer. Strong existing technical skills, versatility, and the ability (and willingness) to learn new technologies is essential.   Responsibilities   Be responsible for our systems infr...",https://www.linkedin.com/jobs?viewJob=&jobId=60938352&trk=api*a130653*s139051*,1679
680,"Marketing and Advertising, Internet",Affiliate Marketing Manager,"Manage Existing Affiliate &amp; Partner Business   Recruit new Affiliates, Partners &amp; Strategic partners.   Implement strategy for affiliate program, including awareness, acquisition &amp; retention tactics to achieve program targets.   Monitor affiliate activity, analyze performance, identify areas of improvement, &amp; recommend ways to increase affiliate generated revenues.   Executes affil...",https://www.linkedin.com/jobs?viewJob=&jobId=58526811&trk=api*a130653*s139051*,1680
681,Wireless,DSP Engineer,"Job Description: Developing, testing and integrating LTE PHY on Embedded / DSP platforms.  Job Requirement:  (i) Working experience in LTE Physical layer (L1).  (ii) Working experience on (a) Texas Instrument Keystone SOC 6618 / TI 6670 / TI 6631 (b) Code Composer Studio (c) SYSBIOS (RTOS).  (iii) Working experience in porting wireless standard (LTE physical layer) to SOCs/DSPs/Embedded systems (m...",https://www.linkedin.com/jobs?viewJob=&jobId=44974954&trk=api*a130653*s139051*,1681
682,Internet,Linux Systems Engineer,"** This job is based in Hong Kong - come work in one of the most exciting cities in the world ** We are hiring a DevOps / Linux Systems Engineer to join our team in Hong Kong   We're seeking an experienced DevOps Engineer. Strong existing technical skills, versatility, and the ability (and willingness) to learn new technologies is essential.   Responsibilities   Be responsible for our systems infr...",https://www.linkedin.com/jobs?viewJob=&jobId=60938352&trk=api*a130653*s139051*,1682
683,Apparel & Fashion,Sales Manager - Fashion,"Beyond and before anything else, please note this is a fashion industry position and a strong background in fashion is an absolute must.   This position will deal with all sales and consumer interaction for all our products. Responsibilities include: Create links with and pitch products to fashion buyers and retail outlets. Propose and implement innovative sales strategies. Identify key selling pl...",https://www.linkedin.com/jobs?viewJob=&jobId=60846503&trk=api*a130653*s139051*,1683
684,Retail,Communications Officer,1. He or she will plan as well as create content for our blog and social media 2. Is expected to track and learn about latest trends in the retail and internet economy 3. Keep readers hooked on their content with compelling storytelling formats 4. Understand the promotional needs of Primaseller and gaining indepth knowledge of the product   5. Incharge of overall communications strategy of the com...,https://www.linkedin.com/jobs?viewJob=&jobId=44916021&trk=api*a130653*s139051*,1684
685,Apparel & Fashion,Sales Manager - Fashion,"Beyond and before anything else, please note this is a fashion industry position and a strong background in fashion is an absolute must.   This position will deal with all sales and consumer interaction for all our products. Responsibilities include: Create links with and pitch products to fashion buyers and retail outlets. Propose and implement innovative sales strategies. Identify key selling pl...",https://www.linkedin.com/jobs?viewJob=&jobId=60846503&trk=api*a130653*s139051*,1685
686,Retail,Communications Officer,1. He or she will plan as well as create content for our blog and social media 2. Is expected to track and learn about latest trends in the retail and internet economy 3. Keep readers hooked on their content with compelling storytelling formats 4. Understand the promotional needs of Primaseller and gaining indepth knowledge of the product   5. Incharge of overall communications strategy of the com...,https://www.linkedin.com/jobs?viewJob=&jobId=44916021&trk=api*a130653*s139051*,1686
687,Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=44289028&trk=api*a130653*s139051*,1687
688,Information Technology and Services,Research Pathologist,"POSITION DESCRIPTION: The Research Pathologist will participate in the research and development of state of the art detection, diagnosis, prognosis, and prediction algorithms in the medical imaging domain − with emphasis toward digitized histology.  More specifically, the Research Pathologist will work with scientists and other computer vision experts to understand pathology images, create annotat...",https://www.linkedin.com/jobs?viewJob=&jobId=44995559&trk=api*a130653*s139051*,1688
689,Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=44289028&trk=api*a130653*s139051*,1689
690,Information Technology and Services,Software Developer,"Experience - 2+ years Job Function – Techno-Functional  As a Software Engineer of the Customer Success team you will be responsible to Work through the entire Software Development Life Cycle, from gathering customer requirements, analysing, developing, and deploying them. Understand the product thoroughly and be a functional expert throughout the breadth of Cloud Lending’s products. Analyse custom...",https://www.linkedin.com/jobs?viewJob=&jobId=58403045&trk=api*a130653*s139051*,1690
691,"Internet, Consumer Services, E-Learning",Full Stack Developer -CTO,"Introduction We are two IIT-Delhi graduates ( 2011 batch) looking to bring in a Technical Co-Founder to join us in our startup- eStudyCorner, iWantTutor, a QnA, Course, Research, Analytics and Tutorinrg Platform. The product ( Version -1 ) is ready, and is currently being used by 1000 students in Public Beta. It generates revenue as well.  What stage are we in ? The product - ( version 1) has been...",https://www.linkedin.com/jobs?viewJob=&jobId=46342739&trk=api*a130653*s139051*,1691
692,"Internet, Consumer Services, E-Learning",Full Stack Developer -CTO,"Introduction We are two IIT-Delhi graduates ( 2011 batch) looking to bring in a Technical Co-Founder to join us in our startup- eStudyCorner, iWantTutor, a QnA, Course, Research, Analytics and Tutorinrg Platform. The product ( Version -1 ) is ready, and is currently being used by 1000 students in Public Beta. It generates revenue as well.  What stage are we in ? The product - ( version 1) has been...",https://www.linkedin.com/jobs?viewJob=&jobId=46342739&trk=api*a130653*s139051*,1692
693,"Information Technology and Services, Computer Software",Software Engineer,"As a core member of the engineering team at ZapStitch, you are primarily responsible for designing and developing our Cloud Data Integration Platform. You will contribute in designing architecture, coding, peer code reviews, writing unit tests, fixing production bugs - thus participating in All aspects of engineering.   Responsibilities: You will... Collaborate with peer developers to architect /...",https://www.linkedin.com/jobs?viewJob=&jobId=48337377&trk=api*a130653*s139051*,1693
694,Higher Education,Social Media Specialist,"Love the power of Social Media to reach out to target audience? Have a creative streak waiting to be tapped? Join Function Space, Bangalore to work on innovative &amp; creative campaigns and create a niche for yourself! Should be very well acquainted and comfortable with all the social media forums (FB, Twitter, Linkedin, Gtalk+, YouTube) and other social media platforms Conceptualize and implemen...",https://www.linkedin.com/jobs?viewJob=&jobId=47177436&trk=api*a130653*s139051*,1694
695,Higher Education,Social Media Specialist,"Love the power of Social Media to reach out to target audience? Have a creative streak waiting to be tapped? Join Function Space, Bangalore to work on innovative &amp; creative campaigns and create a niche for yourself! Should be very well acquainted and comfortable with all the social media forums (FB, Twitter, Linkedin, Gtalk+, YouTube) and other social media platforms Conceptualize and implemen...",https://www.linkedin.com/jobs?viewJob=&jobId=47177436&trk=api*a130653*s139051*,1695
696,"Information Technology and Services, Computer Software",Customer Success Associate,"The Opportunity: Do you love helping and working with Customers all day along? Do you take Pride if customers realized the value of a product because of you? Do you enjoy being a Product Specialist and act as a bridge between our customers and our product and engineering teams? If so, this is a good opportunity to check out. As a Customer Success Associate, you are responsible to help and educate...",https://www.linkedin.com/jobs?viewJob=&jobId=47199755&trk=api*a130653*s139051*,1696
697,Computer Software,Sales and Marketing Superstar,"- Formulation and execution of sales strategy  - Customer Engagement and Account Management of active accounts - Creation of business partnerships with Digital Marketing Agencies and ecommerce platform vendors - Market Study and Competitor Analysis - Creation of various pricing models - Creating Marketing presence in India, Europe and US - Content Creation and presence in marketing forums - Search...",https://www.linkedin.com/jobs?viewJob=&jobId=44206558&trk=api*a130653*s139051*,1697
698,Online Media,"Graphics Designer (Web, Print and Online Media)","Responsibility: As a Graphic Designer at KNOLSKAPE, you will have two primary responsibilities: Responsible for the visual aesthetic of our products - which would mean you will own the visual design of User Interfaces with sufficient direction from the User Experience Designers Responsible for designing marketing material (including brochures, catalogs and imagery for email marketing, certificates...",https://www.linkedin.com/jobs?viewJob=&jobId=44220579&trk=api*a130653*s139051*,1698
699,Computer Software,Sales and Marketing Superstar,"- Formulation and execution of sales strategy  - Customer Engagement and Account Management of active accounts - Creation of business partnerships with Digital Marketing Agencies and ecommerce platform vendors - Market Study and Competitor Analysis - Creation of various pricing models - Creating Marketing presence in India, Europe and US - Content Creation and presence in marketing forums - Search...",https://www.linkedin.com/jobs?viewJob=&jobId=44206558&trk=api*a130653*s139051*,1699
700,Online Media,"Graphics Designer (Web, Print and Online Media)","Responsibility: As a Graphic Designer at KNOLSKAPE, you will have two primary responsibilities: Responsible for the visual aesthetic of our products - which would mean you will own the visual design of User Interfaces with sufficient direction from the User Experience Designers Responsible for designing marketing material (including brochures, catalogs and imagery for email marketing, certificates...",https://www.linkedin.com/jobs?viewJob=&jobId=44220579&trk=api*a130653*s139051*,1700
701,Information Technology and Services,Content Developer / Technical Writer,Be able to write/develop content on simple to complex subjects spanning multiple technologies/domains. Interact with peers and supervisors. Be open to learning new technologies and keep abreast of emerging trends. Interact with clients for all project-related issues. Escalate appropriate matters to the management without delays. To Apply: Please send your resume to bindu.gangaram@infocognitio.com...,https://www.linkedin.com/jobs?viewJob=&jobId=44930937&trk=api*a130653*s139051*,1701
702,Information Technology and Services,Content Developer / Technical Writer,Be able to write/develop content on simple to complex subjects spanning multiple technologies/domains. Interact with peers and supervisors. Be open to learning new technologies and keep abreast of emerging trends. Interact with clients for all project-related issues. Escalate appropriate matters to the management without delays. To Apply: Please send your resume to bindu.gangaram@infocognitio.com...,https://www.linkedin.com/jobs?viewJob=&jobId=44930937&trk=api*a130653*s139051*,1702
703,Consumer Electronics,"Software Engineer, Architect - WLAN/WiFi","We are looking for a highly skilled software engineer who is passionate about designing and coding embedded systems and has good understanding of WLAN MAC protocols including .11ac, .11e. Apply if you are proficient in real-time operating systems such as Linux and have deep understanding/expertise with WiFi and networking. We will bump up the speed with which we reach out to you if you have expert...",https://www.linkedin.com/jobs?viewJob=&jobId=61711630&trk=api*a130653*s139051*,1703
704,Internet,Infrastructure Engineer," Develop and maintain the build infrastructure. Setup and automate development, testing, staging, and production systems for new services. Plan and automate software deployments and service upgrades Develop systems and software to monitor and report service information. Investigate and recommend PAAS and IAAS solutions. Take care of VPN and audit access to production servers....",https://www.linkedin.com/jobs?viewJob=&jobId=47110054&trk=api*a130653*s139051*,1704
705,Internet,Infrastructure Engineer," Develop and maintain the build infrastructure. Setup and automate development, testing, staging, and production systems for new services. Plan and automate software deployments and service upgrades Develop systems and software to monitor and report service information. Investigate and recommend PAAS and IAAS solutions. Take care of VPN and audit access to production servers....",https://www.linkedin.com/jobs?viewJob=&jobId=47110054&trk=api*a130653*s139051*,1705
706,"Online Media, Newspapers",Product Manager Intern,This Job is based out of Bangalore.   Plash is looking for an intern who is passionate about News and Content Discovery in the Mobile world to join Product team for the summer / 3 months (with possibility of extending a full time offer) based on performance . The successful candidate must have strong experience working on technology products and ideally will have prior experience creating launch p...,https://www.linkedin.com/jobs?viewJob=&jobId=47153271&trk=api*a130653*s139051*,1706
707,Consumer Electronics,Hardware Design Engineer - High Speed Digital Board Design,"We are looking for a world-class, talented and hands-on Hardware Engineer for the design of a highly challenging and complex consumer product. Along with people leadership and communication skill, the candidate needs to be a great hands-on hardware engineer and personally excel in doing high-speed digital, analog and RF board design. The candidate needs to be detailed and process oriented with a ‘...",https://www.linkedin.com/jobs?viewJob=&jobId=61713766&trk=api*a130653*s139051*,1707
708,Consumer Electronics,Hardware Design Engineer - High Speed Digital Board Design,"We are looking for a world-class, talented and hands-on Hardware Engineer for the design of a highly challenging and complex consumer product. Along with people leadership and communication skill, the candidate needs to be a great hands-on hardware engineer and personally excel in doing high-speed digital, analog and RF board design. The candidate needs to be detailed and process oriented with a ‘...",https://www.linkedin.com/jobs?viewJob=&jobId=61713766&trk=api*a130653*s139051*,1708
709,"Staffing and Recruiting, Information Technology and Services, Computer Software",Online Marketing Specialist,Responsibilities and Perks Understand the clients that Madgigs plans to attract and propose the required brand message to communicate on the advertisements and the front page. Composes online / offline marketing campaigns to build a database of potentials leads for consumption by the sales team. Researches methods to organically attract leads through SEO. Works with copywriters and bloggers to see...,https://www.linkedin.com/jobs?viewJob=&jobId=47169274&trk=api*a130653*s139051*,1709
710,"Information Technology and Services, Computer Software","Software Engineer, C++/C#/CAD/Web Technologies.","  Position Summary Exciting career opportunity that provides a software development role in the Software Development Engineering team, in Bangalore center that is involved in the design and implementation of next generation products for Construction industry.   Role As a Software Engineer, you will be working on product development and be on the forefront of advancing CAD design.  In this role, yo...",https://www.linkedin.com/jobs?viewJob=&jobId=48332139&trk=api*a130653*s139051*,1710
711,"Information Technology and Services, Computer Software","Software Engineer, C++/C#/CAD/Web Technologies.","  Position Summary Exciting career opportunity that provides a software development role in the Software Development Engineering team, in Bangalore center that is involved in the design and implementation of next generation products for Construction industry.   Role As a Software Engineer, you will be working on product development and be on the forefront of advancing CAD design.  In this role, yo...",https://www.linkedin.com/jobs?viewJob=&jobId=48332139&trk=api*a130653*s139051*,1711
712,Information Technology and Services,"Senior Software Engineer, Android Development","Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management processes through different technologies, enabling companies to adapt Lean Construction technologies.  In this role, you will work through all facets of software development: design, prototype, implementation, testing and documentation.     Principal Duties &a...",https://www.linkedin.com/jobs?viewJob=&jobId=44966889&trk=api*a130653*s139051*,1712
713,Computer Software,SAP BASIS ENGINEER - IMMEDIATE JOINING,SAP BASIS ENGINEER for one of our CMM LEVEL 5 CLient. Should have hands on Experience with full time employement. Candidates with completed Notice Period and can join immediately are preferable and eligible to join this job....,https://www.linkedin.com/jobs?viewJob=&jobId=59606655&trk=api*a130653*s139051*,1713
714,Computer Software,Crossover Software Engineer - C#,"Ready to make $30,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=46384554&trk=api*a130653*s139051*,1714
715,Information Technology and Services,"Senior Software Engineer, Android Development","Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management processes through different technologies, enabling companies to adapt Lean Construction technologies.  In this role, you will work through all facets of software development: design, prototype, implementation, testing and documentation.     Principal Duties &a...",https://www.linkedin.com/jobs?viewJob=&jobId=44966889&trk=api*a130653*s139051*,1715
716,Computer Software,SAP BASIS ENGINEER - IMMEDIATE JOINING,SAP BASIS ENGINEER for one of our CMM LEVEL 5 CLient. Should have hands on Experience with full time employement. Candidates with completed Notice Period and can join immediately are preferable and eligible to join this job....,https://www.linkedin.com/jobs?viewJob=&jobId=59606655&trk=api*a130653*s139051*,1716
717,Computer Software,"Microstrategy Architecture, Schema, and Development","JOB DESCRIPTION   Need Senior Level Consultant on Microstrategy to join immediately at the earliest. Lead or participate in Proof-of-Concept projects Lead Microstrategy Development Team Ability to play L2/L3 support role for Microstrategy Evaluate new Business Intelligence technologies, features, and products Technical team management experience including offshore team members Excellent personal c...",https://www.linkedin.com/jobs?viewJob=&jobId=43086627&trk=api*a130653*s139051*,1717
718,"Computer Software, Research, Information Technology and Services",Java Web Developer,"We are hunting for enthusiastic folks having experience in, or love for, building extra-ordinary applications. Doors are open at our Bangalore office for you to jump in. Read on to find more. Responsibilities Design, rapidly prototype, and implement scalable, reliable, and maintainable web applications using Java and Web 2.0 technologies. Enforce code quality through test driven development. Colla...",https://www.linkedin.com/jobs?viewJob=&jobId=44283346&trk=api*a130653*s139051*,1718
719,"Computer Software, Research, Information Technology and Services",Java Web Developer,"We are hunting for enthusiastic folks having experience in, or love for, building extra-ordinary applications. Doors are open at our Bangalore office for you to jump in. Read on to find more. Responsibilities Design, rapidly prototype, and implement scalable, reliable, and maintainable web applications using Java and Web 2.0 technologies. Enforce code quality through test driven development. Colla...",https://www.linkedin.com/jobs?viewJob=&jobId=44283346&trk=api*a130653*s139051*,1719
720,Semiconductors,Verification Engineer,"We are starting the development of new IPs and require engineers with 1-6 years' experience in ASIC Design &amp; Verification. The role is development of IPs for protocols such as DDR, SSD,PCI-e, etc. Below are the details of  the position: Designation : Senior Verification Engineer/Team Leader Experience :  1-6 years' in IP/SOC Verification Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Electrica...",https://www.linkedin.com/jobs?viewJob=&jobId=48925091&trk=api*a130653*s139051*,1720
721,Semiconductors,Verification Engineer,"We are starting the development of new IPs and require engineers with 1-6 years' experience in ASIC Design &amp; Verification. The role is development of IPs for protocols such as DDR, SSD,PCI-e, etc. Below are the details of  the position: Designation : Senior Verification Engineer/Team Leader Experience :  1-6 years' in IP/SOC Verification Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Electrica...",https://www.linkedin.com/jobs?viewJob=&jobId=48925091&trk=api*a130653*s139051*,1721
722,"Information Technology and Services, Wireless, Consumer Electronics",Web Developer,"Indigo Quotient Labs is a startup in the Internet of Things domain focused on the Home Automation space. We're passionate about Science and Technology, and how to go about using it to enrich people's lives. Our team is young, dynamic, and always looking to push the envelope on technology. Our engineers are a mixed group ranging from college interns to PhD holders but are united through our love of...",https://www.linkedin.com/jobs?viewJob=&jobId=46397415&trk=api*a130653*s139051*,1722
723,"Information Technology and Services, Wireless, Consumer Electronics",Web Developer,"Indigo Quotient Labs is a startup in the Internet of Things domain focused on the Home Automation space. We're passionate about Science and Technology, and how to go about using it to enrich people's lives. Our team is young, dynamic, and always looking to push the envelope on technology. Our engineers are a mixed group ranging from college interns to PhD holders but are united through our love of...",https://www.linkedin.com/jobs?viewJob=&jobId=46397415&trk=api*a130653*s139051*,1723
724,"Internet, Online Media, Computer Software",Principal Technical Architect - Video Streaming,"Product design and development, own the product specifications, design and architecture. Ability to quickly prototype ideas into demonstrations Drive development process to build great quality products. Understand and clearly communicate the design rationale and the value of the product to customers. Build product roadmap features and prioritize based on benefits delivered by those features. Creat...",https://www.linkedin.com/jobs?viewJob=&jobId=61425416&trk=api*a130653*s139051*,1724
725,"Internet, Online Media, Computer Software",Principal Technical Architect - Video Streaming,"Product design and development, own the product specifications, design and architecture. Ability to quickly prototype ideas into demonstrations Drive development process to build great quality products. Understand and clearly communicate the design rationale and the value of the product to customers. Build product roadmap features and prioritize based on benefits delivered by those features. Creat...",https://www.linkedin.com/jobs?viewJob=&jobId=61425416&trk=api*a130653*s139051*,1725
726,Food & Beverages,Visual Designer,"ROLE A conceptual thinker, who can understand the Teabox brand language and come up with innovative ideas to define and develop the brand further. RESPONSIBILITIES Conceptualize and execute campaigns along with the communications team and design all marketing and communication materials for Teabox. Developing concepts, graphics and layouts for product illustrations, digital banners, e-mailers, new...",https://www.linkedin.com/jobs?viewJob=&jobId=59966412&trk=api*a130653*s139051*,1726
727,Food & Beverages,Visual Designer,"ROLE A conceptual thinker, who can understand the Teabox brand language and come up with innovative ideas to define and develop the brand further. RESPONSIBILITIES Conceptualize and execute campaigns along with the communications team and design all marketing and communication materials for Teabox. Developing concepts, graphics and layouts for product illustrations, digital banners, e-mailers, new...",https://www.linkedin.com/jobs?viewJob=&jobId=59966412&trk=api*a130653*s139051*,1727
728,"Design, Retail, Architecture & Planning",Senior interior designer & sales executive,"You are a confident and experienced interior designer who enjoys the whole experience from pitching concept ideas to clients to closing the project and execution. We need you to be part of the business development and sales team and interact with homeowners and help them to design, decorate and furnish their dream homes. You will work collaboratively with the in-house design, sales and execution e...",https://www.linkedin.com/jobs?viewJob=&jobId=44257060&trk=api*a130653*s139051*,1728
729,"Design, Retail, Architecture & Planning",Senior interior designer & sales executive,"You are a confident and experienced interior designer who enjoys the whole experience from pitching concept ideas to clients to closing the project and execution. We need you to be part of the business development and sales team and interact with homeowners and help them to design, decorate and furnish their dream homes. You will work collaboratively with the in-house design, sales and execution e...",https://www.linkedin.com/jobs?viewJob=&jobId=44257060&trk=api*a130653*s139051*,1729
730,Information Technology and Services,Software Quality Analyst,Software Quality Analyst Position for Product Development Company in Bangalore.   Position : Software Quality Analyst   Exp : 5 - 9 Years   Work Location : Bamgalore.   Job Description :   DQA/FPQA Qualification: BE with /without Post Graduation(Post graduation in Quality related topics desirable)           Experience (years): 5 – 8 yrs Mainly in IT domain   Software : SW Development Experience de...,https://www.linkedin.com/jobs?viewJob=&jobId=48922995&trk=api*a130653*s139051*,1730
731,Information Technology and Services,Software Quality Analyst,Software Quality Analyst Position for Product Development Company in Bangalore.   Position : Software Quality Analyst   Exp : 5 - 9 Years   Work Location : Bamgalore.   Job Description :   DQA/FPQA Qualification: BE with /without Post Graduation(Post graduation in Quality related topics desirable)           Experience (years): 5 – 8 yrs Mainly in IT domain   Software : SW Development Experience de...,https://www.linkedin.com/jobs?viewJob=&jobId=48922995&trk=api*a130653*s139051*,1731
732,Consumer Electronics,Firmware Engineer,"Design &amp; develop firmware for 32-bit ARM Microcontrollers, 8-bit &amp; 16-bit Microcontrollers &amp; 32-Bit ARM Microprocessors Develop using Embedded C, RTOS and/or Linux OS environment Develop drivers for peripherals such as UART, SPI, I2C, USB Integrate low-power Wireless interfaces such as BLE, Zigbee, 6LoWPAN Develop firmware to interact with Hardware such as ADC, PWM, Timers Integrate co...",https://www.linkedin.com/jobs?viewJob=&jobId=60876382&trk=api*a130653*s139051*,1732
733,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,1733
734,"Information Technology and Services, Graphic Design",Javascript Developer,"Roles and Responsibilities ====================== - Should interface with client to understand the requirements and support needs  - Should be able to analyze requirements swiftly, and offer effective and timely solutions - Should coordinate with team members to track requirements to closure - Should be open to work against tight deadlines - Should have good written and oral communication skills -...",https://www.linkedin.com/jobs?viewJob=&jobId=44990901&trk=api*a130653*s139051*,1734
735,Consumer Electronics,Firmware Engineer,"Design &amp; develop firmware for 32-bit ARM Microcontrollers, 8-bit &amp; 16-bit Microcontrollers &amp; 32-Bit ARM Microprocessors Develop using Embedded C, RTOS and/or Linux OS environment Develop drivers for peripherals such as UART, SPI, I2C, USB Integrate low-power Wireless interfaces such as BLE, Zigbee, 6LoWPAN Develop firmware to interact with Hardware such as ADC, PWM, Timers Integrate co...",https://www.linkedin.com/jobs?viewJob=&jobId=60876382&trk=api*a130653*s139051*,1735
736,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,1736
737,"Information Technology and Services, Graphic Design",Javascript Developer,"Roles and Responsibilities ====================== - Should interface with client to understand the requirements and support needs  - Should be able to analyze requirements swiftly, and offer effective and timely solutions - Should coordinate with team members to track requirements to closure - Should be open to work against tight deadlines - Should have good written and oral communication skills -...",https://www.linkedin.com/jobs?viewJob=&jobId=44990901&trk=api*a130653*s139051*,1737
738,Internet,Mobile Application Developer,"Design the architecture of our native android application. Write a clean, fast and maintainable code for our android app. Research on latest trends in android development and evaluate and incorporate the same in our application. ( We built our existing hybrid app on material design a fortnight after google highlighted material ui in their io. We did it before gmail app). Evaluation and implement o...",https://www.linkedin.com/jobs?viewJob=&jobId=47105204&trk=api*a130653*s139051*,1738
739,Information Technology and Services,Graphics Designer,"We're looking for a Graphics Visualizer passionate about creating and executing a wide range of marketing assets resulting in revenue for the company.  You are creative, comfortable with ambiguity, able to translate ideas into great designs and love to exceed your goals   You will be an integral part of the Marketing team and your contribution will help drive company revenues. For this your role,...",https://www.linkedin.com/jobs?viewJob=&jobId=48392384&trk=api*a130653*s139051*,1739
740,Food & Beverages,Software Engineer – Front End,"Responsibilities: Producing and maintaining the web/mobile application's user interfaces Work closely with designers and turn the static assets to browser based web pages or mobile applications Work with backend engineers to develop complex, interactive applications. Participating, contributing in the UI/UX discussions and providing valuable feedback to create storyboards for the various old and n...",https://www.linkedin.com/jobs?viewJob=&jobId=58663632&trk=api*a130653*s139051*,1740
741,Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=44289028&trk=api*a130653*s139051*,1741
742,Food & Beverages,Software Engineer – Front End,"Responsibilities: Producing and maintaining the web/mobile application's user interfaces Work closely with designers and turn the static assets to browser based web pages or mobile applications Work with backend engineers to develop complex, interactive applications. Participating, contributing in the UI/UX discussions and providing valuable feedback to create storyboards for the various old and n...",https://www.linkedin.com/jobs?viewJob=&jobId=58663632&trk=api*a130653*s139051*,1742
743,Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=44289028&trk=api*a130653*s139051*,1743
744,Computer Software,Software Geek,"We are looking for software developers who are excited to get their hands on building our real time personalization platform using the latest technologies, and working directly with people who are veterans in building large scale platforms. As a software geek at Teritree you will be working on Data Analytics, Web and mobile applications, using Python, Mongo dB, Graph and other big data technologie...",https://www.linkedin.com/jobs?viewJob=&jobId=48337923&trk=api*a130653*s139051*,1744
745,Internet,Python Developer,"WHAT WE'RE LOOKING FOR   A Python Developer that will participate in all aspects of architecting and developing our e-commerce analytics platform. You will have the opportunity to work on cutting edge technology and new product development in a small but established company that is rapidly growing. This is a great opportunity for an engineer looking to expand their career, who is excited about sea...",https://www.linkedin.com/jobs?viewJob=&jobId=47110030&trk=api*a130653*s139051*,1745
746,"Internet, Online Media",Mobile Application Developer,"Build advanced applications for the Android and/or iOS platform. Collaborate with cross-functional teams to define, design, and ship new features. Work with outside data sources and APIs. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies t...",https://www.linkedin.com/jobs?viewJob=&jobId=48370525&trk=api*a130653*s139051*,1746
747,"Internet, Online Media",Mobile Application Developer,"Build advanced applications for the Android and/or iOS platform. Collaborate with cross-functional teams to define, design, and ship new features. Work with outside data sources and APIs. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies t...",https://www.linkedin.com/jobs?viewJob=&jobId=48370525&trk=api*a130653*s139051*,1747
